EmployeeID,BaseSalary,Bonus,VariablePay
E0007366,3694691,78719,31341
E0007367,1365040,768236,483260
E0007368,4938144,623334,55000
E0007369,4592307,40777,337398
E0007370,3196165,176756,322575
E0007371,439467,378058,78146
E0007372,1600010,383540,470736
E0007373,1152002,120328,41069
E0007374,749758,165806,22908
E0007375,1016863,399355,298228
E0007376,3108916,313515,232409
E0007377,4613021,606233,312732
E0007378,4619083,799834,414308
E0007379,3642776,93125,449427
E0007380,1013199,622634,31868
E0007381,600141,351526,194480
E0007382,4033312,442114,249838
E0007383,2100400,306570,447641
E0007384,3672304,760726,322096
E0007385,1845459,597466,425835
E0007386,3743868,417195,350786
E0007387,2000451,728595,325917
E0007388,1235404,672022,313649
E0007389,4465072,31691,46211
E0007390,1393684,624265,179088
E0007391,731474,199381,388680
E0007392,2471813,302020,48861
E0007393,766179,698281,170394
E0007394,3991268,390582,381890
E0007395,4883687,308288,342661
E0007396,1298574,113024,306116
E0007397,2450674,354972,32934
E0007398,4995370,66904,395194
E0007399,3138044,734183,267360
E0007400,2119414,444260,217373
E0007401,4449506,345408,5772
E0007402,3376062,349002,384424
E0007403,1155149,355322,376883
E0007404,3814391,787332,464234
E0007405,1440239,55268,438494
E0007406,4296219,136259,184270
E0007407,357617,280329,115331
E0007408,1912038,734044,103488
E0007409,4008963,703738,196251
E0007410,2407927,505168,129154
E0007411,2607937,192555,69852
E0007412,555676,59279,387196
E0007413,793807,25626,181122
E0007414,3841627,90838,457722
E0007415,2857553,677775,174706
E0007416,2951895,704295,361573
E0007417,3348417,274199,290913
E0007418,1674098,742327,47624
E0007419,2394344,654706,115934
E0007420,4658652,307717,51352
E0007421,1664660,135486,218730
E0007422,4741254,309514,453591
E0007423,2263671,34212,77645
E0007424,677285,302667,77908
E0007425,4782002,455323,307145
E0007426,3501771,276705,402376
E0007427,451049,534417,274641
E0007428,4727098,266311,11437
E0007429,2520450,783024,419157
E0007430,3613678,735516,463689
E0007431,2369766,282326,170309
E0007432,3272473,42492,468385
E0007433,364966,66534,268446
E0007434,4661262,346836,262337
E0007435,2949750,474035,67978
E0007436,3415563,48004,217991
E0007437,3444302,150510,482286
E0007438,4627463,78233,178434
E0007439,3381775,72134,159975
E0007440,2354215,424167,145729
E0007441,3551149,134270,359503
E0007442,3576814,603061,396348
E0007443,729091,20956,252781
E0007444,2718713,443941,332427
E0007445,2492908,244231,38357
E0007446,770395,200083,268002
E0007447,801342,348559,56419
E0007448,2051058,727073,422915
E0007449,2577955,694585,280697
E0007450,666558,624042,245943
E0007451,4222371,160272,412463
E0007452,960253,12270,411395
E0007453,3911350,617637,478828
E0007454,3551713,246397,490019
E0007455,1562655,524933,186307
E0007456,2059900,304536,86541
E0007457,1638172,417252,280029
E0007458,1799339,128012,248640
E0007459,968233,757826,350083
E0007460,4254780,243148,100639
E0007461,3751761,62791,141007
E0007462,788673,768298,166506
E0007463,4503446,156183,388565
E0007464,1735935,798425,40432
E0007465,2185584,470914,346191
E0007466,3957117,478157,142454
E0007467,4420468,766941,261096
E0007468,3187922,630377,205972
E0007469,2432384,751988,182720
E0007470,3100624,490997,433173
E0007471,4516948,178340,392611
E0007472,4978876,725044,477859
E0007473,4669373,792025,119228
E0007474,2294555,19521,146357
E0007475,1588098,82281,76072
E0007476,2184320,597446,56468
E0007477,4830917,325597,208053
E0007478,611478,78100,319597
E0007479,3768802,584832,10461
E0007480,3948648,223661,260039
E0007481,1696257,286380,295889
E0007482,1447705,303922,157965
E0007483,3547829,757013,256162
E0007484,4521801,242741,384807
E0007485,2741040,599273,170829
E0007486,992579,329905,231340
E0007487,2804235,384069,245264
E0007488,4437810,756701,182388
E0007489,1547801,730267,26830
E0007490,956497,216612,295939
E0007491,830809,520335,135653
E0007492,4782562,131084,199813
E0007493,2727050,475081,429421
E0007494,1020676,184905,223029
E0007495,3404655,257836,495853
E0007496,867198,277235,274376
E0007497,881591,70370,208658
E0007498,4793932,733502,217504
E0007499,2671857,161086,228804
E0007500,1220803,685061,381335
E0007501,691665,693204,189295
E0007502,1307174,362902,254392
E0007503,3025648,141856,89435
E0007504,3638802,328882,57800
E0007505,4389598,273272,354649
E0007506,4166151,399512,328943
E0007507,602899,338995,130508
E0007508,2806814,477886,288724
E0007509,1980229,41668,63039
E0007510,408264,734881,158380
E0007511,2199492,76868,386902
E0007512,3582218,735456,41273
E0007513,596133,376165,253776
E0007514,3542144,406370,489825
E0007515,1891612,666487,250311
E0007516,1732724,191384,185852
E0007517,1192811,86088,467695
E0007518,2861771,467113,296326
E0007519,4375996,383203,344568
E0007520,1696276,235592,37315
E0007521,303199,25851,392390
E0007522,1385297,320886,180999
E0007523,4203501,83863,410418
E0007524,2429049,138393,77840
E0007525,1965166,195549,497445
E0007526,3784038,260070,487025
E0007527,2074708,474859,14807
E0007528,2978254,67449,308144
E0007529,4238549,587149,121394
E0007530,3319998,458689,38123
E0007531,1923923,246489,150834
E0007532,2168594,532992,466697
E0007533,1757474,146318,382534
E0007534,387549,619824,99339
E0007535,2052145,128227,98310
E0007536,4229904,265984,62881
E0007537,632628,435518,176476
E0007538,3503742,490730,268121
E0007539,4874661,469488,335988
E0007540,3968257,567559,363872
E0007541,3630310,99263,21430
E0007542,4369502,275328,43951
E0007543,1906827,210243,64477
E0007544,2053900,148322,5621
E0007545,2852094,797490,224553
E0007546,1175224,592261,36865
E0007547,4656460,559356,125136
E0007548,2180497,159363,271678
E0007549,4608205,460883,314170
E0007550,2516842,625166,464222
E0007551,2328404,358122,100591
E0007552,2906668,336071,344464
E0007553,1156010,538377,380453
E0007554,4509235,682122,319007
E0007555,745692,515925,430263
E0007556,869826,68881,365821
E0007557,4921932,206432,116966
E0007558,2223698,257418,273998
E0007559,4460240,240581,493750
E0007560,4455237,373016,496510
E0007561,2181604,751791,160495
E0007562,2696578,764836,169520
E0007563,3284980,618077,284795
E0007564,4231427,491227,380099
E0007565,3786422,557283,277719
E0007566,1242967,149920,410010
E0007567,1517204,185453,177419
E0007568,1837899,686942,448212
E0007569,615162,642962,215772
E0007570,665047,700521,271454
E0007571,3752376,763375,363902
E0007572,1113004,235599,474836
E0007573,750933,375109,122685
E0007574,1351343,357254,454952
E0007575,3225082,642410,301921
E0007576,2508551,601358,367386
E0007577,374283,383849,373995
E0007578,1380695,762036,372033
E0007579,3674465,799028,226252
E0007580,1237740,755284,339470
E0007581,1227495,791951,60429
E0007582,3942763,709236,330909
E0007583,2088288,282726,266604
E0007584,555796,472486,175023
E0007585,1537334,242905,297027
E0007586,2231023,225146,225019
E0007587,4930622,129574,270809
E0007588,2580747,716145,385549
E0007589,2252834,512920,280785
E0007590,4612098,319254,298430
E0007591,2584610,383909,25123
E0007592,878391,470689,235994
E0007593,4805474,531623,401717
E0007594,4798709,67678,276385
E0007595,2986089,535816,147917
E0007596,2644414,664540,271503
E0007597,4702022,239673,311186
E0007598,3236360,514612,11193
E0007599,4738591,280681,15518
E0007600,4739201,440115,138740
E0007601,3951350,627279,126659
E0007602,4855942,245953,426417
E0007603,1239396,675098,71411
E0007604,3886980,97851,321920
E0007605,4420567,265932,234522
E0007606,3329581,50114,334530
E0007607,2359934,778634,279041
E0007608,1956636,377493,38112
E0007609,4944617,565482,221167
E0007610,4398027,346233,430790
E0007611,3795410,564470,281164
E0007612,2820421,315657,456440
E0007613,3754280,763351,144662
E0007614,791830,54752,108997
E0007615,2083987,620272,470530
E0007616,1058416,485906,198160
E0007617,1937239,115455,214053
E0007618,4058269,469610,89927
E0007619,4217221,723780,284011
E0007620,4796412,527857,110987
E0007621,1643562,127189,210861
E0007622,688744,296773,177267
E0007623,4492060,174128,265840
E0007624,3745164,448199,235431
E0007625,3979600,403090,148629
E0007626,683717,696934,207074
E0007627,2003057,700246,324984
E0007628,348226,215113,456437
E0007629,4080996,418126,99680
E0007630,3721151,405574,405014
E0007631,2164906,199677,280289
E0007632,2978972,225331,349358
E0007633,4828716,345728,35194
E0007634,3035414,156714,144000
E0007635,4514997,119303,438611
E0007636,1920410,247445,476669
E0007637,3213795,570107,138921
E0007638,1265777,108076,250096
E0007639,2294968,540766,93645
E0007640,4890994,271241,407676
E0007641,3927155,715541,446192
E0007642,3652342,684252,390684
E0007643,2775245,495340,397984
E0007644,4468487,560758,93317
E0007645,4423985,658845,443625
E0007646,4761168,771876,87322
E0007647,2366519,76154,191412
E0007648,3606754,552108,271062
E0007649,2019981,409532,222619
E0007650,2305613,625304,329363
E0007651,4225700,341391,374297
E0007652,2730282,690945,317002
E0007653,354651,341675,285324
E0007654,589086,372319,126974
E0007655,2439475,603004,186529
E0007656,4281569,273296,134795
E0007657,489511,495030,376690
E0007658,2739805,224884,236000
E0007659,1173830,234269,17547
E0007660,2927025,527092,351448
E0007661,2592579,627005,402370
E0007662,3715692,246753,68590
E0007663,2486709,735214,376053
E0007664,3403574,477259,469020
E0007665,984519,111794,102187
E0007666,3058976,191856,440562
E0007667,311855,377552,106931
E0007668,4457823,386799,353639
E0007669,1341962,44958,395194
E0007670,3035707,223012,252661
E0007671,4938052,577658,337868
E0007672,3116199,229575,359118
E0007673,1523321,110706,122408
E0007674,371791,674589,354581
E0007675,2075481,296957,430927
E0007676,3393373,753649,233644
E0007677,2602315,452033,199152
E0007678,2691942,657534,351314
E0007679,2306684,10961,247695
E0007680,2072553,617118,72610
E0007681,677150,633249,263131
E0007682,1522852,204563,292548
E0007683,2525398,707026,275648
E0007684,4022847,181569,341679
E0007685,1343517,393373,134496
E0007686,2998071,89521,100506
E0007687,2454098,108926,101302
E0007688,2917774,357061,321251
E0007689,719661,693939,493091
E0007690,1125256,158504,338700
E0007691,3034330,15041,79623
E0007692,417675,605139,408694
E0007693,1421227,783983,405862
E0007694,3993777,442866,235497
E0007695,3714633,236702,417926
E0007696,1987635,168651,99999
E0007697,2306580,236124,441942
E0007698,4014738,12772,167460
E0007699,2932049,71531,210545
E0007700,4408163,710073,163955
E0007701,3765983,147173,118087
E0007702,2367767,740370,277917
E0007703,4638067,395041,212977
E0007704,1459500,234859,483348
E0007705,4782465,148322,267081
E0007706,2708323,485943,327138
E0007707,3879813,609145,392538
E0007708,2995251,504431,107193
E0007709,571723,322123,372126
E0007710,4346437,388561,226717
E0007711,594869,492013,129720
E0007712,1190213,735257,242972
E0007713,729286,705329,258193
E0007714,3041347,139986,337512
E0007715,3598438,770821,297114
E0007716,945735,246514,368961
E0007717,2916801,361354,292642
E0007718,3144672,666409,452042
E0007719,2997525,354020,316928
E0007720,577464,601509,263229
E0007721,3104405,310643,137320
E0007722,3400272,734026,62061
E0007723,4363364,45012,8044
E0007724,4105704,532386,107740
E0007725,2747586,443892,172014
E0007726,4380609,639782,319577
E0007727,3909087,75808,470433
E0007728,1632985,52049,401316
E0007729,2066447,654670,346375
E0007730,4321041,705125,170124
E0007731,2829054,756397,234212
E0007732,3114821,783129,156712
E0007733,1916874,726073,134960
E0007734,3447753,126193,284774
E0007735,3080301,472865,81308
E0007736,815694,39554,422677
E0007737,2978034,354346,277909
E0007738,2477467,679529,208226
E0007739,2088322,42372,348159
E0007740,2263949,529533,274926
E0007741,665705,461531,287156
E0007742,4143022,537073,290900
E0007743,1425717,620772,432787
E0007744,3793683,223636,313404
E0007745,4946366,770037,464164
E0007746,1269031,200870,451413
E0007747,3354060,531665,235682
E0007748,2171454,163289,222271
E0007749,310723,458408,255433
E0007750,2377567,659052,10797
E0007751,3990035,246032,461001
E0007752,415186,32574,310879
E0007753,1686548,781429,80047
E0007754,4253379,453417,124286
E0007755,4691778,192456,256860
E0007756,1934009,105909,107681
E0007757,3057605,648273,368632
E0007758,308497,71710,128920
E0007759,3118422,425384,496373
E0007760,4027819,547999,37623
E0007761,4978607,449543,319457
E0007762,1696778,424557,133733
E0007763,4907319,196887,440809
E0007764,1746976,480457,314363
E0007765,3999065,666697,261481
E0007766,4202952,611932,60154
E0007767,3873676,413149,97052
E0007768,619093,440983,182294
E0007769,2522924,634848,477862
E0007770,2956016,594914,312770
E0007771,4775286,576161,346825
E0007772,316930,711348,459107
E0007773,4663474,672896,42465
E0007774,4411050,482044,303544
E0007775,3865163,567611,87399
E0007776,2293831,569194,417879
E0007777,642165,481966,203844
E0007778,4088902,394052,391785
E0007779,4950953,388098,389574
E0007780,3177860,794973,394368
E0007781,4497441,563697,302612
E0007782,2838018,667912,382745
E0007783,4695592,739197,42723
E0007784,3879188,594218,37078
E0007785,2111791,663558,135331
E0007786,1064957,296755,398180
E0007787,3796512,25504,189553
E0007788,4710620,456685,73676
E0007789,1056133,325894,157933
E0007790,4672885,789367,347617
E0007791,4291091,763539,403784
E0007792,3050162,618077,347897
E0007793,1440999,189687,74514
E0007794,1311447,774390,104831
E0007795,1989398,369642,346804
E0007796,4345554,590437,403891
E0007797,823579,126712,168382
E0007798,3168228,574781,401507
E0007799,340418,369104,466384
E0007800,1940152,563000,371287
E0007801,4743400,798425,10449
E0007802,671052,264323,97779
E0007803,3616786,602718,118112
E0007804,1438165,420013,223285
E0007805,2326767,39415,414875
E0007806,1320314,37648,45343
E0007807,2681312,219790,484527
E0007808,4569545,354081,28853
E0007809,1631783,118686,277145
E0007810,3639732,54119,227709
E0007811,1914750,202579,404759
E0007812,2978719,381799,143930
E0007813,4682878,571185,149708
E0007814,4551249,499278,68466
E0007815,2957567,238450,153267
E0007816,3358834,73004,318023
E0007817,3594894,254594,460655
E0007818,2953263,28553,132641
E0007819,1463971,444792,342847
E0007820,1010553,128474,131975
E0007821,3785535,310781,137798
E0007822,1374000,739890,108484
E0007823,1293627,347225,441262
E0007824,3367417,666584,115876
E0007825,4859640,320977,426857
E0007826,4244868,566009,454480
E0007827,3270513,772323,117632
E0007828,1918521,756671,466243
E0007829,4018409,273994,495248
E0007830,2346591,180253,363975
E0007831,4415228,449658,83445
E0007832,4523947,464580,134440
E0007833,4623472,793891,234094
E0007834,1070636,470119,300627
E0007835,4519339,671909,161762
E0007836,4828530,150409,480456
E0007837,4654630,656747,362097
E0007838,4731770,289269,135669
E0007839,1524293,637899,99632
E0007840,2008940,611140,498968
E0007841,3750976,214413,86061
E0007842,1005336,709379,322817
E0007843,602531,382076,390446
E0007844,4539670,781947,142954
E0007845,3599939,787688,212792
E0007846,4390273,394130,413119
E0007847,1309766,452288,481593
E0007848,3697823,707881,16232
E0007849,2251093,339974,398090
E0007850,929747,448059,371082
E0007851,3434103,66908,98754
E0007852,2274043,751619,389803
E0007853,4835910,778652,468719
E0007854,3050260,475839,498792
E0007855,3367211,487684,488725
E0007856,2744827,797932,302854
E0007857,1930606,73491,468169
E0007858,4395966,774979,308211
E0007859,742269,516567,346220
E0007860,2520304,626549,179914
E0007861,4798248,376070,416153
E0007862,2030216,742654,154028
E0007863,1251123,89582,16383
E0007864,3829149,717942,468303
E0007865,848532,654371,132093
E0007866,1886813,243329,397118
E0007867,3527142,478473,209311
E0007868,2784010,259182,303317
E0007869,1685601,503402,356767
E0007870,4161746,321432,327737
E0007871,2288596,560308,230809
E0007872,4183371,215540,50476
E0007873,2125878,602998,376308
E0007874,3221436,505109,41002
E0007875,3910617,391623,18160
E0007876,4216756,661622,389030
E0007877,2706684,103774,310534
E0007878,4113487,728450,125822
E0007879,2923166,718521,70160
E0007880,4755173,134713,476170
E0007881,3352500,185995,343346
E0007882,3449204,120311,45885
E0007883,3342704,637036,394025
E0007884,2734417,792887,168362
E0007885,2192960,31359,212388
E0007886,471140,172697,75692
E0007887,4566709,657510,15322
E0007888,357096,590592,332323
E0007889,2114752,476474,77355
E0007890,951692,321929,399402
E0007891,3240523,539237,217646
E0007892,1595219,89091,428934
E0007893,1909440,409123,59361
E0007894,3274084,478198,354798
E0007895,1532972,662411,433846
E0007896,1594349,656644,224242
E0007897,4368934,97734,475958
E0007898,1102005,283552,10725
E0007899,877911,576404,233529
E0007900,3584873,82987,94122
E0007901,4197842,325100,78063
E0007902,1742961,382971,394216
E0007903,928203,292379,217806
E0007904,3622821,606597,217146
E0007905,4779000,213908,431596
E0007906,3592703,766399,55808
E0007907,2587302,248341,148401
E0007908,386926,194788,413410
E0007909,2240319,606006,378648
E0007910,2293015,52301,332899
E0007911,761555,432964,27758
E0007912,2172853,63278,304267
E0007913,1784031,653620,286304
E0007914,613702,161818,496339
E0007915,3669555,711845,40130
E0007916,4868203,83782,76008
E0007917,2748026,587508,223289
E0007918,4345346,377376,213570
E0007919,3243408,210636,226341
E0007920,728671,330785,323547
E0007921,4854780,702863,229331
E0007922,4225910,531998,215116
E0007923,378428,636507,247915
E0007924,4320269,497957,373676
E0007925,2036179,124515,386912
E0007926,2546952,405009,89897
E0007927,4801503,48635,184995
E0007928,4972166,648040,445934
E0007929,2882938,601885,333033
E0007930,1507098,24178,98368
E0007931,3363140,655350,250972
E0007932,1104809,494209,293901
E0007933,318818,388104,470002
E0007934,1920578,229813,82433
E0007935,2981551,575233,323823
E0007936,524847,395608,77590
E0007937,3204426,650669,7749
E0007938,3945195,13820,232734
E0007939,4258826,562211,410991
E0007940,4829866,30445,276002
E0007941,1776245,11889,244342
E0007942,4791105,666854,398345
E0007943,2834110,112958,280129
E0007944,779206,23731,14085
E0007945,713125,572840,199578
E0007946,3477649,226829,178917
E0007947,4688946,437353,418471
E0007948,3920791,479729,156193
E0007949,3587574,27638,378386
E0007950,4920334,772567,386240
E0007951,2727565,82507,474621
E0007952,3611443,87328,323813
E0007953,3177595,505031,39221
E0007954,2508847,726085,112361
E0007955,953643,581985,460092
E0007956,2524423,588037,416209
E0007957,2522613,340300,120121
E0007958,2024382,60131,454045
E0007959,1342751,208231,435107
E0007960,2935858,323345,240126
E0007961,2574765,148196,139529
E0007962,2355122,645837,481950
E0007963,1019414,29032,488550
E0007964,4152996,314805,169447
E0007965,1643337,677068,181700
E0007966,1838761,570653,179433
E0007967,3072364,527020,334990
E0007968,4221152,138904,120004
E0007969,4871405,608907,219567
E0007970,3762511,581748,180333
E0007971,1904953,465139,383563
E0007972,606125,69583,218877
E0007973,4633235,448960,371459
E0007974,1305401,486112,119267
E0007975,3534898,553295,112567
E0007976,3086542,33307,86297
E0007977,4176667,725395,167623
E0007978,2185447,387528,243135
E0007979,3535322,380533,177248
E0007980,2948638,679886,133021
E0007981,2685669,774352,50738
E0007982,2750159,711127,148948
E0007983,1763607,380704,385031
E0007984,725517,226463,192269
E0007985,2583739,194483,274782
E0007986,3177401,168260,488147
E0007987,4944102,449132,55602
E0007988,1931165,278195,158892
E0007989,2770023,631894,345691
E0007990,685651,164624,279985
E0007991,4111162,673976,244068
E0007992,758891,763833,74846
E0007993,3714933,776465,449777
E0007994,2893993,297065,35676
E0007995,1227013,533647,23969
E0007996,568739,502583,238894
E0007997,3898772,685908,398196
E0007998,3778996,543609,206473
E0007999,779000,238549,440087
E0008000,2063637,301680,475924
E0008001,1212468,177236,249774
E0008002,1241588,750083,106575
E0008003,1772208,692096,127110
E0008004,839046,145365,363118
E0008005,4684381,126158,271745
E0008006,3341980,157732,165792
E0008007,522346,123544,350687
E0008008,799578,760938,223181
E0008009,3939387,620866,341699
E0008010,2259661,36802,224954
E0008011,2373856,794364,427716
E0008012,4561590,506887,152954
E0008013,3252273,769128,113979
E0008014,3389359,178757,302592
E0008015,4872546,577904,234035
E0008016,3166091,326745,411555
E0008017,3725871,386611,297614
E0008018,4267853,16703,182502
E0008019,3631824,210427,285851
E0008020,605917,94542,429352
E0008021,1048131,657439,394770
E0008022,2630396,235019,217683
E0008023,985012,676772,290553
E0008024,3378005,421435,345611
E0008025,4629379,60826,111937
E0008026,3183429,604880,302298
E0008027,3093878,617202,372248
E0008028,3739174,424457,317413
E0008029,1121596,496665,95767
E0008030,810794,389383,53373
E0008031,1512617,302142,326133
E0008032,4433405,137029,108353
E0008033,4741916,150131,331652
E0008034,1359020,248183,277576
E0008035,814015,296109,365613
E0008036,1195455,138320,498320
E0008037,1825650,467122,475920
E0008038,4493327,619057,218337
E0008039,3333289,486589,321743
E0008040,438907,639570,423003
E0008041,4254672,162483,312436
E0008042,3188416,115852,341154
E0008043,724239,141576,381263
E0008044,4771021,80878,101226
E0008045,2266738,113771,34829
E0008046,1709239,64407,333139
E0008047,2529403,220556,356938
E0008048,1552260,195042,56951
E0008049,3216861,216867,265364
E0008050,3262028,753718,177522
E0008051,1050859,124371,80121
E0008052,3602478,461558,121298
E0008053,2667469,212114,193824
E0008054,4116205,498403,438309
E0008055,4642765,179358,196353
E0008056,686891,511729,401791
E0008057,3228065,262783,460777
E0008058,3437235,496383,103578
E0008059,3997476,349313,53739
E0008060,2613579,19171,161368
E0008061,4748152,284674,19639
E0008062,2445917,372059,172272
E0008063,1639695,259907,213134
E0008064,4961424,537220,414333
E0008065,1893010,473043,66688
E0008066,4753890,372436,221476
E0008067,4264869,190675,297770
E0008068,3608480,770600,147117
E0008069,4737904,328734,130196
E0008070,1712641,503838,216730
E0008071,1929322,308673,292301
E0008072,2841022,648962,255046
E0008073,1790051,454378,293277
E0008074,1984108,551317,313550
E0008075,1680350,357328,480664
E0008076,2780926,37856,34188
E0008077,4686363,130613,197244
E0008078,4817468,698966,321296
E0008079,4439481,540774,28663
E0008080,2331607,666782,276668
E0008081,2782121,150480,169734
E0008082,1324688,662563,220636
E0008083,2276618,98192,59759
E0008084,4204415,701448,473415
E0008085,1949675,218885,141127
E0008086,4926512,215856,71569
E0008087,3594749,690685,389154
E0008088,2285829,286797,420609
E0008089,2869746,733947,215419
E0008090,495170,99242,24594
E0008091,624000,686744,324200
E0008092,4036540,183162,256843
E0008093,3138688,724306,241895
E0008094,3750832,429673,70576
E0008095,975257,571086,142958
E0008096,675239,696624,134662
E0008097,499068,371780,434687
E0008098,4329055,480339,61240
E0008099,4840824,31775,390852
E0008100,582240,434019,35355
E0008101,1242999,160372,297531
E0008102,1002156,739081,479518
E0008103,872570,585344,80895
E0008104,1718013,242456,125859
E0008105,4159975,377505,411154
E0008106,3350379,785049,498175
E0008107,4599473,351169,21093
E0008108,2912197,758416,359875
E0008109,4046661,97449,170559
E0008110,2164760,507751,44968
E0008111,1597288,111763,31076
E0008112,1992906,228672,57345
E0008113,1858892,796608,153192
E0008114,1089380,150774,183183
E0008115,1296371,717907,273286
E0008116,4442397,669654,238610
E0008117,3727850,710747,191799
E0008118,3816343,492685,441534
E0008119,1574437,321874,446210
E0008120,741193,513589,151477
E0008121,3529511,388942,218846
E0008122,2463694,427461,451537
E0008123,2050954,74949,257641
E0008124,2364234,293083,194556
E0008125,2308058,190182,48853
E0008126,3655257,435519,451220
E0008127,2112235,70917,387715
E0008128,2736482,759362,63324
E0008129,2580458,104521,145638
E0008130,1882383,389865,492842
E0008131,2777077,179662,332369
E0008132,4094266,332223,391136
E0008133,428165,327354,84884
E0008134,4446899,141240,44946
E0008135,3869765,177326,201239
E0008136,1953067,681584,20428
E0008137,4261215,78630,415409
E0008138,4431502,651910,310386
E0008139,4488169,73024,419027
E0008140,389113,344614,364298
E0008141,1578528,471672,5735
E0008142,3504983,733419,375697
E0008143,2041651,321769,451106
E0008144,1013912,315878,23723
E0008145,3250223,470330,89350
E0008146,679076,673936,132127
E0008147,2993760,637171,13309
E0008148,1052193,166151,480244
E0008149,1922622,361640,297212
E0008150,433998,94213,454270
E0008151,3585668,150249,96566
E0008152,3714069,23533,175888
E0008153,1783880,618058,147882
E0008154,3661785,359631,15200
E0008155,4647604,591770,61018
E0008156,3612010,418742,147793
E0008157,2045455,129480,256372
E0008158,1792052,497830,152685
E0008159,1185041,565460,162366
E0008160,4698172,471323,444139
E0008161,3715521,428650,186277
E0008162,3255823,11986,440116
E0008163,4787152,426088,110221
E0008164,4297725,269736,390636
E0008165,3509012,501648,177634
E0008166,1848427,793797,455188
E0008167,4410561,607161,459942
E0008168,2109860,529272,308290
E0008169,3996001,687900,298601
E0008170,2338162,121819,247239
E0008171,4675557,393938,449391
E0008172,3319956,233653,401819
E0008173,2567287,117236,13632
E0008174,1138193,535977,212089
E0008175,1923173,438008,115341
E0008176,2382416,516888,32048
E0008177,3782663,687816,97691
E0008178,1370393,385655,463862
E0008179,4050226,525813,263819
E0008180,3730764,794378,451193
E0008181,1648069,347187,428359
E0008182,335424,222543,300929
E0008183,3277167,389077,225664
E0008184,331766,661286,192223
E0008185,4933145,237429,105540
E0008186,2710202,271048,350449
E0008187,2308739,20266,392689
E0008188,4644994,549243,295279
E0008189,1248344,162033,67766
E0008190,2865570,192653,285475
E0008191,2879908,403285,156070
E0008192,4751068,407294,365120
E0008193,4688904,87826,295941
E0008194,3061211,566861,275126
E0008195,3114673,17361,307741
E0008196,499695,329154,23139
E0008197,4408878,690178,451727
E0008198,639953,724230,499803
E0008199,931030,347033,63923
E0008200,2624092,460343,309753
E0008201,646359,428168,265957
E0008202,4867385,336958,447235
E0008203,4988362,273772,383094
E0008204,3069063,98078,416046
E0008205,4087174,656513,61092
E0008206,3442893,294752,55823
E0008207,4134481,64765,463882
E0008208,4815917,235270,348584
E0008209,3600603,454197,386091
E0008210,4508474,632027,349883
E0008211,1104761,417473,497799
E0008212,3304820,579384,376677
E0008213,1339603,689621,61252
E0008214,3083489,281986,211191
E0008215,1329619,704905,115927
E0008216,2290112,66622,281309
E0008217,4442171,402710,147533
E0008218,2597978,90883,333871
E0008219,4768203,656010,132849
E0008220,1600177,142207,372659
E0008221,1916171,494413,376196
E0008222,1151340,37382,321904
E0008223,4042086,83130,18853
E0008224,2965118,224881,180260
E0008225,2530277,581098,174391
E0008226,4760157,672139,480856
E0008227,4991291,147668,177174
E0008228,4088286,674850,254507
E0008229,2987384,493576,418979
E0008230,725757,361630,453637
E0008231,2810340,346157,434694
E0008232,2850975,68884,120928
E0008233,341460,474915,293413
E0008234,2176399,480164,403748
E0008235,663983,437754,459423
E0008236,4237869,242566,470307
E0008237,3556751,112658,348853
E0008238,4066735,686958,479677
E0008239,4804723,711428,416851
E0008240,3091165,447549,147965
E0008241,1052830,654804,8843
E0008242,4560096,757658,39123
E0008243,1568712,586208,303681
E0008244,2095867,418826,291648
E0008245,869320,678427,48096
E0008246,4250667,729460,436492
E0008247,3862165,764908,73362
E0008248,3953720,226955,37699
E0008249,621159,479917,215931
E0008250,1831762,361608,200334
E0008251,3142930,216469,247999
E0008252,4993301,762327,356467
E0008253,2131247,433701,70081
E0008254,2772041,391157,261840
E0008255,2244176,103277,137614
E0008256,1123858,663027,451233
E0008257,1018039,536811,359671
E0008258,3947251,262719,352928
E0008259,1712608,80701,272748
E0008260,4248193,750021,224153
E0008261,2824323,28574,474220
E0008262,696956,220507,187734
E0008263,1294777,208534,226871
E0008264,613777,509744,148636
E0008265,2262148,246476,285351
E0008266,2279654,557094,426223
E0008267,1354819,754116,129899
E0008268,3032122,401272,222600
E0008269,4768278,740422,42794
E0008270,3042191,578432,37053
E0008271,317394,701484,450843
E0008272,4743064,677299,257376
E0008273,4682653,611557,454672
E0008274,1161867,411275,122556
E0008275,435377,544135,476445
E0008276,3842995,602576,272599
E0008277,3643362,325243,489150
E0008278,4066357,426624,161511
E0008279,4689123,341292,35204
E0008280,483616,168343,238473
E0008281,3136940,576571,418455
E0008282,1093458,64602,262412
E0008283,3408177,361759,120974
E0008284,3702862,697751,258144
E0008285,1326147,222018,374257
E0008286,1126654,317201,58337
E0008287,2238297,434179,393546
E0008288,4600879,177789,329402
E0008289,2532141,477096,397786
E0008290,839523,718107,386747
E0008291,3062517,726095,180619
E0008292,2318242,799922,108728
E0008293,783885,606814,317263
E0008294,4042607,661181,327495
E0008295,2019448,166293,24872
E0008296,4353498,562402,197798
E0008297,2558735,144922,191207
E0008298,2134298,603276,265531
E0008299,4419716,647835,262203
E0008300,1066858,60973,441732
E0008301,1415148,617791,156143
E0008302,1107256,475018,312799
E0008303,2199955,385259,267944
E0008304,2753190,538572,367993
E0008305,2379156,426251,177300
