EmployeeID,PerformanceRating,PromotedFlag,HighPerformerFlag
E0010389,4,0,0
E0010390,2,0,0
E0010390,5,0,0
E0010390,5,0,0
E0010391,5,0,0
E0010391,2,0,0
E0010391,5,0,0
E0010392,4,0,1
E0010392,3,0,0
E0010392,3,0,0
E0010393,3,0,0
E0010393,4,1,1
E0010393,5,0,0
E0010394,4,0,0
E0010394,4,0,0
E0010394,3,0,0
E0010395,4,0,0
E0010395,2,0,0
E0010395,4,0,1
E0010396,5,0,0
E0010396,4,0,0
E0010396,5,0,0
E0010397,4,0,0
E0010397,4,0,0
E0010397,4,1,0
E0010398,5,0,1
E0010398,3,0,1
E0010398,4,0,0
E0010399,4,0,0
E0010399,5,0,0
E0010399,3,0,1
E0010400,1,0,0
E0010400,4,1,1
E0010400,3,0,0
E0010401,4,0,0
E0010401,4,0,0
E0010401,3,0,0
E0010402,2,0,0
E0010402,3,0,0
E0010402,2,0,0
E0010403,3,0,0
E0010403,4,0,0
E0010403,4,0,1
E0010404,3,0,0
E0010404,4,0,0
E0010404,4,0,0
E0010405,4,0,0
E0010405,3,1,0
E0010405,4,0,0
E0010406,4,0,0
E0010406,4,0,0
E0010406,4,0,0
E0010407,4,0,0
E0010407,4,0,1
E0010407,3,1,1
E0010408,5,0,0
E0010408,2,0,0
E0010408,2,0,0
E0010409,4,0,0
E0010409,2,0,0
E0010409,3,0,0
E0010410,4,0,0
E0010410,1,0,0
E0010410,4,0,1
E0010411,3,0,0
E0010411,3,0,1
E0010411,4,0,0
E0010412,4,0,0
E0010412,5,1,0
E0010412,2,0,0
E0010413,3,0,0
E0010413,5,0,0
E0010413,4,0,0
E0010414,1,0,0
E0010414,5,0,0
E0010414,5,0,0
E0010415,3,0,0
E0010415,1,0,0
E0010415,4,0,0
E0010416,2,0,0
E0010416,4,0,0
E0010416,4,1,0
E0010417,4,0,0
E0010417,2,0,0
E0010417,5,0,0
E0010418,3,0,0
E0010418,4,0,0
E0010418,3,1,0
E0010419,4,0,0
E0010419,1,0,0
E0010419,5,0,0
E0010420,4,0,0
E0010420,4,0,0
E0010420,1,0,0
E0010421,3,0,0
E0010421,3,0,1
E0010421,3,1,0
E0010422,4,1,1
E0010422,3,0,0
E0010422,4,0,0
E0010423,4,0,1
E0010423,4,0,0
E0010423,3,0,0
E0010424,4,0,0
E0010424,4,0,0
E0010424,3,0,0
E0010425,2,0,0
E0010425,2,0,0
E0010425,3,0,0
E0010426,4,0,0
E0010426,4,0,0
E0010426,3,0,1
E0010427,3,1,1
E0010427,5,0,0
E0010427,4,1,0
E0010428,3,0,0
E0010428,3,0,0
E0010428,2,0,0
E0010429,3,0,1
E0010429,5,0,0
E0010429,3,0,0
E0010430,4,0,0
E0010430,3,0,0
E0010430,2,0,0
E0010431,4,0,0
E0010431,3,1,0
E0010431,3,0,0
E0010432,3,0,0
E0010432,5,0,0
E0010432,4,0,0
E0010433,5,0,0
E0010433,4,0,0
E0010433,5,0,0
E0010434,3,0,0
E0010434,4,0,0
E0010434,1,0,0
E0010435,4,0,0
E0010435,5,0,0
E0010435,4,1,0
E0010436,3,1,1
E0010436,3,0,1
E0010436,4,0,0
E0010437,3,0,0
E0010437,3,0,0
E0010437,4,0,1
E0010438,4,0,0
E0010438,2,0,0
E0010438,5,0,0
E0010439,5,0,0
E0010439,5,1,0
E0010439,5,0,0
E0010440,4,0,0
E0010440,3,0,0
E0010440,5,0,0
E0010441,4,0,0
E0010441,3,1,0
E0010441,5,1,0
E0010442,5,0,0
E0010442,4,0,0
E0010442,3,1,0
E0010443,4,0,0
E0010443,3,0,0
E0010443,3,0,0
E0010444,3,0,0
E0010444,4,0,0
E0010444,4,0,0
E0010445,3,0,0
E0010445,3,0,0
E0010445,1,0,0
E0010446,3,0,0
E0010446,5,0,0
E0010446,4,0,0
E0010447,4,0,1
E0010447,3,0,0
E0010447,5,0,0
E0010448,4,1,0
E0010448,4,0,0
E0010448,5,0,1
E0010449,3,0,0
E0010449,4,0,0
E0010449,5,0,0
E0010450,4,0,0
E0010450,3,0,0
E0010450,2,0,1
E0010451,3,0,0
E0010451,3,0,1
E0010451,1,0,0
E0010452,4,0,0
E0010452,3,0,0
E0010452,4,0,0
E0010453,3,0,0
E0010453,3,0,0
E0010453,3,0,0
E0010454,2,0,0
E0010454,4,0,1
E0010454,4,0,0
E0010455,4,1,0
E0010455,4,0,0
E0010455,4,0,1
E0010456,3,0,0
E0010456,5,0,0
E0010456,2,0,0
E0010457,5,0,0
E0010457,3,0,0
E0010457,4,0,0
E0010458,2,0,1
E0010458,5,0,0
E0010458,3,0,0
E0010459,4,0,0
E0010459,5,0,0
E0010459,4,0,0
E0010460,3,0,0
E0010460,5,0,0
E0010460,2,1,1
E0010461,4,0,1
E0010461,5,0,0
E0010461,5,0,0
E0010462,4,1,0
E0010462,2,0,0
E0010462,4,0,0
E0010463,3,0,0
E0010463,4,0,0
E0010463,3,0,0
E0010464,4,0,0
E0010464,3,0,1
E0010464,3,0,0
E0010465,4,0,1
E0010465,4,0,0
E0010465,5,0,0
E0010466,3,0,0
E0010466,2,0,0
E0010466,4,0,0
E0010467,4,0,0
E0010467,4,0,0
E0010467,4,0,0
E0010468,4,0,0
E0010468,4,1,0
E0010468,4,0,0
E0010469,3,0,0
E0010469,3,1,0
E0010469,5,0,0
E0010470,4,0,0
E0010470,3,0,1
E0010470,4,0,0
E0010471,5,0,0
E0010471,2,1,0
E0010471,4,0,0
E0010472,2,0,0
E0010472,3,0,0
E0010472,5,0,0
E0010473,4,1,0
E0010473,4,0,0
E0010473,2,0,0
E0010474,4,0,0
E0010474,3,0,1
E0010474,3,0,0
E0010475,4,0,0
E0010475,3,0,0
E0010475,1,0,0
E0010476,4,0,0
E0010476,4,0,1
E0010476,5,0,0
E0010477,4,0,0
E0010477,4,0,0
E0010477,3,0,1
E0010478,3,0,0
E0010478,5,0,0
E0010478,3,0,0
E0010479,3,0,0
E0010479,3,0,0
E0010479,3,0,0
E0010480,4,1,0
E0010480,3,0,1
E0010480,3,0,0
E0010481,3,0,0
E0010481,4,0,0
E0010481,3,0,0
E0010482,4,0,0
E0010482,5,0,0
E0010482,4,0,0
E0010483,2,1,0
E0010483,3,0,0
E0010483,3,0,0
E0010484,3,0,0
E0010484,5,0,0
E0010484,3,0,0
E0010485,4,1,0
E0010485,5,0,0
E0010485,2,0,0
E0010486,5,0,0
E0010486,4,0,0
E0010486,3,0,0
E0010487,4,1,0
E0010487,3,0,0
E0010487,4,1,1
E0010488,2,0,0
E0010488,4,1,1
E0010488,4,0,0
E0010489,4,0,0
E0010489,5,1,0
E0010489,3,0,0
E0010490,4,1,0
E0010490,3,1,0
E0010490,5,1,0
E0010491,3,0,0
E0010491,5,0,0
E0010491,3,0,0
E0010492,5,0,0
E0010492,4,0,0
E0010492,5,0,0
E0010493,4,0,1
E0010493,4,0,0
E0010493,3,0,0
E0010494,4,0,0
E0010494,4,0,0
E0010494,4,0,0
E0010495,5,0,0
E0010495,4,0,0
E0010495,2,0,0
E0010496,3,0,0
E0010496,3,0,0
E0010496,5,0,0
E0010497,4,0,0
E0010497,2,0,0
E0010497,4,0,0
E0010498,4,0,0
E0010498,4,0,0
E0010498,5,0,0
E0010499,4,0,1
E0010499,4,0,0
E0010499,4,0,0
E0010500,3,0,0
E0010500,4,0,0
E0010500,4,0,0
E0010501,5,0,0
E0010501,4,0,0
E0010501,2,0,0
E0010502,4,0,0
E0010502,5,0,0
E0010502,4,0,0
E0010503,2,0,0
E0010503,4,0,0
E0010503,4,0,0
E0010504,3,0,1
E0010504,3,0,1
E0010504,4,1,0
E0010505,3,0,0
E0010505,1,0,0
E0010505,3,0,0
E0010506,3,0,0
E0010506,4,0,1
E0010506,3,0,0
E0010507,3,0,0
E0010507,4,0,0
E0010507,4,0,0
E0010508,4,0,0
E0010508,3,1,0
E0010508,5,0,1
E0010509,3,0,0
E0010509,4,0,0
E0010509,4,0,0
E0010510,4,1,0
E0010510,3,0,0
E0010510,1,1,0
E0010511,4,0,0
E0010511,5,0,0
E0010511,5,0,0
E0010512,2,0,0
E0010512,4,0,1
E0010512,3,0,0
E0010513,4,0,0
E0010513,4,0,0
E0010513,4,0,0
E0010514,3,0,0
E0010514,3,0,0
E0010514,2,0,0
E0010515,4,0,0
E0010515,4,0,0
E0010515,4,0,0
E0010516,3,0,0
E0010516,4,0,0
E0010516,3,0,0
E0010517,4,0,0
E0010517,4,0,0
E0010517,3,0,1
E0010518,3,0,0
E0010518,4,0,0
E0010518,4,0,0
E0010519,4,0,1
E0010519,4,0,0
E0010519,2,0,0
E0010520,2,0,0
E0010520,2,0,0
E0010520,3,0,0
E0010521,2,0,1
E0010521,5,1,0
E0010521,4,0,0
E0010522,3,0,0
E0010522,3,1,1
E0010522,5,0,0
E0010523,5,0,0
E0010523,1,0,0
E0010523,5,0,0
E0010524,3,0,1
E0010524,3,0,0
E0010524,4,0,0
E0010525,3,0,1
E0010525,4,0,0
E0010525,5,0,0
E0010526,3,0,0
E0010526,5,0,0
E0010526,4,0,0
E0010527,4,0,0
E0010527,2,0,1
E0010527,3,0,0
E0010528,4,0,0
E0010528,3,1,0
E0010528,3,0,0
E0010529,3,0,0
E0010529,4,0,0
E0010529,3,1,0
E0010530,3,0,0
E0010530,3,0,0
E0010530,3,0,1
E0010531,2,0,1
E0010531,3,0,0
E0010531,3,0,1
E0010532,4,0,0
E0010532,4,1,0
E0010532,2,0,0
E0010533,3,0,0
E0010533,3,0,1
E0010533,4,0,0
E0010534,4,0,1
E0010534,5,0,0
E0010534,4,0,0
E0010535,4,0,0
E0010535,5,0,0
E0010535,5,0,0
E0010536,4,0,0
E0010536,4,0,0
E0010536,5,0,0
E0010537,5,0,0
E0010537,5,0,0
E0010537,4,0,0
E0010538,4,0,0
E0010538,3,0,0
E0010538,4,0,1
E0010539,4,0,0
E0010539,4,0,0
E0010539,4,0,1
E0010540,3,0,0
E0010540,3,0,0
E0010540,3,0,0
E0010541,5,0,0
E0010541,3,0,0
E0010541,4,0,0
E0010542,2,0,0
E0010542,5,0,1
E0010542,3,0,0
E0010543,3,0,0
E0010543,5,0,0
E0010543,5,0,0
E0010544,4,0,0
E0010544,4,0,0
E0010544,4,0,1
E0010545,4,0,0
E0010545,3,0,0
E0010545,4,1,0
E0010546,4,0,0
E0010546,3,0,1
E0010546,3,0,0
E0010547,3,0,1
E0010547,4,0,0
E0010547,4,0,0
E0010548,3,1,0
E0010548,5,0,0
E0010548,3,0,0
E0010549,5,0,0
E0010549,3,0,0
E0010549,5,0,0
E0010550,3,0,0
E0010550,4,0,0
E0010550,4,0,0
E0010551,4,1,1
E0010551,3,0,0
E0010551,1,0,0
E0010552,2,1,0
E0010552,3,0,0
E0010552,3,0,0
E0010553,1,0,0
E0010553,4,0,0
E0010553,3,0,1
E0010554,5,0,0
E0010554,5,0,0
E0010554,3,1,0
E0010555,3,0,1
E0010555,4,0,0
E0010555,5,0,1
E0010556,3,0,1
E0010556,4,1,0
E0010556,4,1,1
E0010557,4,0,1
E0010557,5,0,1
E0010557,3,0,0
E0010558,4,0,0
E0010558,3,0,0
E0010558,4,0,0
E0010559,5,0,0
E0010559,5,1,0
E0010559,4,0,0
E0010560,2,0,0
E0010560,4,0,1
E0010560,4,0,0
E0010561,3,0,0
E0010561,1,0,0
E0010561,3,0,1
E0010562,5,0,1
E0010562,3,0,0
E0010562,4,0,0
E0010563,3,0,0
E0010563,2,0,0
E0010563,4,0,0
E0010564,3,0,0
E0010564,4,0,0
E0010564,5,0,0
E0010565,4,0,0
E0010565,4,0,0
E0010565,4,0,0
E0010566,2,0,0
E0010566,4,0,0
E0010566,5,0,0
E0010567,4,0,0
E0010567,4,0,1
E0010567,3,0,0
E0010568,4,1,0
E0010568,3,0,0
E0010568,3,0,0
E0010569,3,0,0
E0010569,4,0,0
E0010569,5,0,0
E0010570,3,0,0
E0010570,2,0,0
E0010570,4,0,0
E0010571,4,0,0
E0010571,3,1,1
E0010571,5,0,1
E0010572,4,0,0
E0010572,4,0,0
E0010572,5,0,0
E0010573,4,0,0
E0010573,3,0,0
E0010573,3,1,0
E0010574,4,0,0
E0010574,4,0,0
E0010574,5,0,0
E0010575,4,0,0
E0010575,5,0,0
E0010575,3,1,0
E0010576,4,0,1
E0010576,4,1,0
E0010576,3,0,0
E0010577,4,0,0
E0010577,2,0,0
E0010577,4,0,1
E0010578,5,0,0
E0010578,4,1,0
E0010578,4,0,0
E0010579,4,0,0
E0010579,3,0,1
E0010579,3,1,0
E0010580,4,0,1
E0010580,3,0,0
E0010580,4,0,0
E0010581,4,0,1
E0010581,3,0,0
E0010581,4,0,1
E0010582,4,0,0
E0010582,3,1,0
E0010582,4,0,0
E0010583,4,0,0
E0010583,4,0,0
E0010583,4,0,0
E0010584,4,0,0
E0010584,3,0,0
E0010584,3,0,0
E0010585,3,0,1
E0010585,4,0,0
E0010585,4,0,0
E0010586,3,0,0
E0010586,4,0,0
E0010586,5,0,1
E0010587,3,0,0
E0010587,4,0,0
E0010587,2,0,0
E0010588,5,0,0
E0010588,5,0,1
E0010588,4,0,1
E0010589,5,0,1
E0010589,3,0,1
E0010589,3,0,0
E0010590,5,1,0
E0010590,3,0,0
E0010590,2,0,0
E0010591,5,0,0
E0010591,3,0,0
E0010591,5,0,1
E0010592,3,0,1
E0010592,3,0,0
E0010592,3,0,0
E0010593,4,0,0
E0010593,2,0,1
E0010593,4,0,0
E0010594,4,0,0
E0010594,4,0,1
E0010594,4,0,0
E0010595,4,0,0
E0010595,4,0,0
E0010595,4,0,0
E0010596,3,0,0
E0010596,3,0,1
E0010596,3,0,0
E0010597,3,0,0
E0010597,4,0,0
E0010597,2,0,0
E0010598,4,0,0
E0010598,3,0,0
E0010598,4,0,0
E0010599,5,0,0
E0010599,3,0,1
E0010599,5,0,0
E0010600,4,0,0
E0010600,2,0,0
E0010600,3,0,0
E0010601,4,0,0
E0010601,4,0,0
E0010601,3,0,0
E0010602,4,0,0
E0010602,3,0,0
E0010602,3,0,0
E0010603,3,0,0
E0010603,5,1,1
E0010603,4,0,0
E0010604,1,0,0
E0010604,2,0,0
E0010604,5,0,0
E0010605,3,0,0
E0010605,2,1,0
E0010605,5,0,0
E0010606,3,0,0
E0010606,4,0,0
E0010606,2,1,0
E0010607,3,0,0
E0010607,4,0,1
E0010607,3,0,0
E0010608,4,0,0
E0010608,3,0,0
E0010608,3,0,0
E0010609,4,0,0
E0010609,3,0,0
E0010609,3,0,0
E0010610,4,0,0
E0010610,4,0,1
E0010610,5,1,0
E0010611,3,0,0
E0010611,3,1,0
E0010611,2,0,0
E0010612,2,0,0
E0010612,3,0,0
E0010612,5,0,0
E0010613,2,0,0
E0010613,3,0,0
E0010613,5,0,0
E0010614,2,0,0
E0010614,4,0,0
E0010614,4,0,0
E0010615,4,0,0
E0010615,4,1,1
E0010615,4,0,0
E0010616,3,0,0
E0010616,3,0,0
E0010616,1,0,0
E0010617,4,0,0
E0010617,5,0,0
E0010617,3,0,1
E0010618,3,0,0
E0010618,4,0,0
E0010618,3,0,0
E0010619,2,0,0
E0010619,4,0,0
E0010619,5,0,0
E0010620,3,0,0
E0010620,5,0,0
E0010620,3,0,0
E0010621,4,0,0
E0010621,4,0,0
E0010621,4,0,0
E0010622,4,0,0
E0010622,4,0,0
E0010622,4,0,0
E0010623,3,0,1
E0010623,3,0,0
E0010623,5,0,0
E0010624,2,0,0
E0010624,3,0,0
E0010624,4,0,0
E0010625,3,0,0
E0010625,4,0,0
E0010625,4,0,0
E0010626,4,0,1
E0010626,4,0,0
E0010626,4,0,0
E0010627,4,0,1
E0010627,5,0,0
E0010627,4,0,0
E0010628,5,0,0
E0010628,4,0,0
E0010628,4,0,0
E0010629,3,0,0
E0010629,4,0,1
E0010629,2,0,0
E0010630,4,0,0
E0010630,4,0,1
E0010630,2,0,0
E0010631,4,0,0
E0010631,4,0,0
E0010631,4,0,0
E0010632,3,0,0
E0010632,4,0,1
E0010632,4,0,1
E0010633,3,0,1
E0010633,3,0,0
E0010633,5,0,0
E0010634,4,0,0
E0010634,4,0,0
E0010634,5,0,0
E0010635,5,0,1
E0010635,5,0,0
E0010635,4,0,0
E0010636,2,1,0
E0010636,2,0,0
E0010636,2,0,0
E0010637,5,0,0
E0010637,5,0,0
E0010637,4,0,0
E0010638,4,0,0
E0010638,4,0,0
E0010638,3,0,0
E0010639,4,0,1
E0010639,4,1,1
E0010639,2,0,0
E0010640,4,0,1
E0010640,5,1,0
E0010640,5,0,1
E0010641,2,0,0
E0010641,2,1,0
E0010641,4,0,0
E0010642,5,0,0
E0010642,4,0,0
E0010642,4,0,0
E0010643,1,0,0
E0010643,4,0,0
E0010643,4,0,0
E0010644,4,0,0
E0010644,4,1,0
E0010644,1,0,0
E0010645,4,0,1
E0010645,4,0,0
E0010645,5,0,0
E0010646,5,0,0
E0010646,2,0,0
E0010646,3,0,0
E0010647,3,0,1
E0010647,3,0,0
E0010647,4,0,0
E0010648,3,0,0
E0010648,4,0,0
E0010648,3,0,0
E0010649,3,0,1
E0010649,3,0,0
E0010649,3,1,1
E0010650,3,0,0
E0010650,3,0,0
E0010650,4,0,0
E0010651,4,0,0
E0010651,4,0,0
E0010651,4,0,0
E0010652,4,0,0
E0010652,3,0,0
E0010652,4,0,1
E0010653,4,0,0
E0010653,5,0,0
E0010653,4,0,0
E0010654,5,0,0
E0010654,5,0,0
E0010654,4,0,0
E0010655,4,0,1
E0010655,3,0,0
E0010655,4,0,0
E0010656,3,0,0
E0010656,4,1,0
E0010656,4,0,0
E0010657,2,0,0
E0010657,2,0,0
E0010657,4,0,0
E0010658,3,0,0
E0010658,3,0,0
E0010658,3,0,1
E0010659,4,0,0
E0010659,3,0,0
E0010659,3,0,1
E0010660,4,0,0
E0010660,4,0,0
E0010660,3,0,0
E0010661,5,0,1
E0010661,3,0,0
E0010661,3,0,0
E0010662,3,0,1
E0010662,5,0,0
E0010662,4,0,1
E0010663,4,0,0
E0010663,2,0,0
E0010663,3,0,0
E0010664,3,0,0
E0010664,3,0,0
E0010664,2,1,1
E0010665,3,0,0
E0010665,5,0,0
E0010665,3,1,0
E0010666,4,0,0
E0010666,3,0,0
E0010666,3,0,0
E0010667,4,0,0
E0010667,5,0,1
E0010667,1,0,0
E0010668,3,0,0
E0010668,4,1,1
E0010668,4,0,0
E0010669,5,0,0
E0010669,3,1,0
E0010669,4,0,0
E0010670,3,0,0
E0010670,3,0,0
E0010670,4,0,0
E0010671,5,0,0
E0010671,2,0,0
E0010671,2,0,0
E0010672,5,0,0
E0010672,3,0,0
E0010672,2,0,1
E0010673,3,0,0
E0010673,4,0,1
E0010673,3,1,0
E0010674,4,0,0
E0010674,4,0,0
E0010674,3,0,0
E0010675,3,0,0
E0010675,4,0,0
E0010675,4,0,1
E0010676,5,0,0
E0010676,4,0,1
E0010676,3,0,1
E0010677,3,0,0
E0010677,4,1,0
E0010677,5,0,1
E0010678,4,0,0
E0010678,2,0,0
E0010678,3,0,0
E0010679,4,0,0
E0010679,5,0,0
E0010679,3,0,1
E0010680,4,0,0
E0010680,3,0,0
E0010680,4,0,0
E0010681,4,0,1
E0010681,2,0,1
E0010681,4,1,0
E0010682,4,0,0
E0010682,4,1,0
E0010682,3,0,0
E0010683,4,0,0
E0010683,3,0,1
E0010683,4,0,1
E0010684,3,0,0
E0010684,4,0,0
E0010684,4,1,0
E0010685,4,0,0
E0010685,3,0,1
E0010685,4,0,0
E0010686,3,0,0
E0010686,4,0,0
E0010686,5,0,0
E0010687,5,0,0
E0010687,3,0,0
E0010687,3,0,1
E0010688,2,1,0
E0010688,4,0,1
E0010688,3,0,1
E0010689,4,1,1
E0010689,4,0,0
E0010689,2,0,0
E0010690,2,0,0
E0010690,2,0,0
E0010690,4,0,1
E0010691,4,0,0
E0010691,3,0,0
E0010691,4,0,0
E0010692,4,0,0
E0010692,3,0,0
E0010692,3,0,0
E0010693,5,0,0
E0010693,4,0,0
E0010693,5,0,0
E0010694,3,0,0
E0010694,3,0,0
E0010694,4,0,0
E0010695,3,1,1
E0010695,4,0,1
E0010695,4,0,0
E0010696,2,0,0
E0010696,3,1,0
E0010696,2,0,0
E0010697,3,0,0
E0010697,4,0,0
E0010697,4,0,1
E0010698,3,0,1
E0010698,5,0,0
E0010698,3,0,0
E0010699,3,0,0
E0010699,4,0,0
E0010699,3,0,0
E0010700,4,0,0
E0010700,4,0,0
E0010700,4,0,1
E0010701,3,0,0
E0010701,2,0,0
E0010701,3,0,0
E0010702,4,0,0
E0010702,5,0,0
E0010702,4,0,0
E0010703,4,0,0
E0010703,3,0,1
E0010703,3,1,0
E0010704,4,0,0
E0010704,3,0,0
E0010704,5,0,0
E0010705,3,0,1
E0010705,4,0,0
E0010705,4,0,0
E0010706,3,0,0
E0010706,4,0,0
E0010706,4,0,0
E0010707,3,0,0
E0010707,4,0,1
E0010707,3,0,0
E0010708,3,0,0
E0010708,5,1,1
E0010708,4,0,0
E0010709,4,0,0
E0010709,3,0,0
E0010709,4,0,0
E0010710,5,0,0
E0010710,3,0,0
E0010710,4,0,1
E0010711,3,0,0
E0010711,4,0,0
E0010711,4,0,1
E0010712,5,1,0
E0010712,3,0,0
E0010712,3,0,0
E0010713,5,1,0
E0010713,4,0,1
E0010713,3,1,0
E0010714,5,0,0
E0010714,3,0,0
E0010714,3,0,1
E0010715,2,0,0
E0010715,2,0,0
E0010715,3,0,0
E0010716,3,0,1
E0010716,4,0,1
E0010716,3,0,0
E0010717,3,0,0
E0010717,4,0,1
E0010717,3,0,0
E0010718,3,0,1
E0010718,3,0,0
E0010718,3,0,0
E0010719,4,0,0
E0010719,3,0,1
E0010719,2,1,0
E0010720,4,0,0
E0010720,3,1,1
E0010720,4,0,0
E0010721,3,0,1
E0010721,3,0,1
E0010721,3,0,0
E0010722,5,0,0
E0010722,5,0,0
E0010722,3,1,1
E0010723,3,0,0
E0010723,4,0,1
E0010723,4,1,0
E0010724,4,0,0
E0010724,4,0,0
E0010724,4,0,0
E0010725,3,0,0
E0010725,3,0,0
E0010725,2,0,0
E0010726,5,0,1
E0010726,4,0,0
E0010726,3,0,0
E0010727,4,0,0
E0010727,5,0,0
E0010727,3,0,0
E0010728,4,0,0
E0010728,4,0,0
E0010728,5,0,0
E0010729,4,0,0
E0010729,4,0,0
E0010729,5,0,0
E0010730,4,0,0
E0010730,3,0,1
E0010730,4,0,0
E0010731,2,0,0
E0010731,3,0,0
E0010731,3,0,0
E0010732,4,0,0
E0010732,3,0,0
E0010732,3,0,0
E0010733,3,1,0
E0010733,4,0,0
E0010733,3,0,1
E0010734,3,0,1
E0010734,3,0,0
E0010734,3,0,0
E0010735,4,1,0
E0010735,4,0,1
E0010735,4,0,0
E0010736,5,0,0
E0010736,4,0,0
E0010736,5,0,0
E0010737,5,0,0
E0010737,3,0,0
E0010737,5,0,0
E0010738,3,0,0
E0010738,4,0,0
E0010738,4,0,0
E0010739,5,0,1
E0010739,4,0,0
E0010739,3,0,0
E0010740,2,0,0
E0010740,4,0,0
E0010740,2,0,0
E0010741,5,0,0
E0010741,4,0,0
E0010741,2,0,0
E0010742,3,0,1
E0010742,2,0,0
E0010742,5,0,0
E0010743,4,1,0
E0010743,2,0,0
E0010743,4,0,0
E0010744,5,0,1
E0010744,3,0,0
E0010744,3,0,0
E0010745,3,0,0
E0010745,3,0,0
E0010745,5,0,0
E0010746,4,0,0
E0010746,4,0,0
E0010746,4,0,0
E0010747,3,1,1
E0010747,4,0,0
E0010747,3,1,0
E0010748,4,0,0
E0010748,4,1,1
E0010748,4,0,1
E0010749,3,0,0
E0010749,4,0,0
E0010749,4,0,0
E0010750,3,0,0
E0010750,4,0,0
E0010750,1,0,0
E0010751,4,0,0
E0010751,4,0,1
E0010751,2,0,0
E0010752,5,0,0
E0010752,3,0,0
E0010752,4,0,1
E0010753,3,0,0
E0010753,4,0,0
E0010753,4,0,0
E0010754,2,0,0
E0010754,3,0,0
E0010754,5,0,0
E0010755,4,0,0
E0010755,4,0,0
E0010755,5,0,0
E0010756,4,0,1
E0010756,4,0,0
E0010756,5,0,0
E0010757,4,1,0
E0010757,3,0,0
E0010757,4,0,0
E0010758,2,0,1
E0010758,4,0,0
E0010758,3,0,0
E0010759,4,1,0
E0010759,3,0,0
E0010759,2,0,0
E0010760,4,0,0
E0010760,4,0,0
E0010760,2,0,0
E0010761,4,0,0
E0010761,4,0,1
E0010761,4,1,0
E0010762,3,0,0
E0010762,3,0,1
E0010762,3,0,0
E0010763,3,0,0
E0010763,5,0,0
E0010763,3,0,0
E0010764,3,0,0
E0010764,4,0,0
E0010764,3,0,1
E0010765,1,1,0
E0010765,3,0,1
E0010765,3,0,0
E0010766,5,0,0
E0010766,5,0,0
E0010766,3,0,0
E0010767,4,0,0
E0010767,4,0,0
E0010767,5,0,0
E0010768,5,0,0
E0010768,4,0,0
E0010768,2,0,0
E0010769,4,0,0
E0010769,4,0,0
E0010769,2,0,0
E0010770,3,0,0
E0010770,3,0,0
E0010770,3,0,0
E0010771,4,0,0
E0010771,4,0,0
E0010771,4,0,1
E0010772,3,0,0
E0010772,5,1,1
E0010772,3,0,0
E0010773,3,0,0
E0010773,2,0,0
E0010773,4,0,1
E0010774,3,0,0
E0010774,3,0,1
E0010774,4,0,0
E0010775,3,0,0
E0010775,3,0,1
E0010775,3,0,0
E0010776,3,0,0
E0010776,4,0,0
E0010776,4,0,0
E0010777,5,0,0
E0010777,3,1,0
E0010777,3,0,0
E0010778,3,0,0
E0010778,3,0,0
E0010778,3,0,0
E0010779,4,0,0
E0010779,5,0,1
E0010779,3,0,0
E0010780,5,0,0
E0010780,1,0,1
E0010780,3,0,1
E0010781,5,0,0
E0010781,4,0,0
E0010781,2,0,0
E0010782,2,0,0
E0010782,5,0,0
E0010782,2,0,0
E0010783,5,0,0
E0010783,3,0,1
E0010783,3,0,0
E0010784,4,0,0
E0010784,4,0,1
E0010784,4,0,0
E0010785,2,0,0
E0010785,5,0,0
E0010785,3,0,1
E0010786,3,0,1
E0010786,3,0,0
E0010786,4,0,1
E0010787,4,0,0
E0010787,2,0,0
E0010787,4,0,0
E0010788,5,0,0
E0010788,4,0,0
E0010788,3,0,0
E0010789,4,0,0
E0010789,4,1,0
E0010789,3,1,0
E0010790,3,0,0
E0010790,5,0,0
E0010790,4,0,0
E0010791,3,0,0
E0010791,4,0,0
E0010791,3,0,0
E0010792,5,0,0
E0010792,4,0,0
E0010792,4,0,1
E0010793,4,0,0
E0010793,4,0,1
E0010793,5,0,1
E0010794,4,0,0
E0010794,3,0,0
E0010794,3,0,0
E0010795,4,0,0
E0010795,4,0,0
E0010795,5,1,0
E0010796,4,0,0
E0010796,5,0,0
E0010796,4,0,0
E0010797,4,0,0
E0010797,4,0,0
E0010797,3,0,0
E0010798,5,0,0
E0010798,5,0,0
E0010798,3,1,0
E0010799,3,1,0
E0010799,3,0,1
E0010799,4,0,0
E0010800,4,0,0
E0010800,5,0,0
E0010800,3,0,0
E0010801,4,0,1
E0010801,4,0,0
E0010801,5,0,0
E0010802,4,0,1
E0010802,3,0,0
E0010802,4,0,0
E0010803,5,0,0
E0010803,5,0,1
E0010803,4,1,0
E0010804,3,0,0
E0010804,4,0,1
E0010804,3,0,0
E0010805,4,0,0
E0010805,3,0,0
E0010805,4,0,0
E0010806,5,0,1
E0010806,3,0,0
E0010806,3,1,0
E0010807,5,0,0
E0010807,4,0,0
E0010807,3,0,0
E0010808,3,0,1
E0010808,5,0,0
E0010808,4,0,0
E0010809,3,0,0
E0010809,2,0,0
E0010809,4,0,0
E0010810,3,0,0
E0010810,3,0,1
E0010810,3,0,1
E0010811,3,0,1
E0010811,3,0,0
E0010811,3,0,0
E0010812,3,0,0
E0010812,3,0,0
